DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0014-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Adriatic sea,,,No,No,No,,,,,,,2004,1,10,2004,1,10,26,7,,,7,,,,,,,64.54132928,,2004-01-13,2023-09-25
2004-0568-ITA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,ITA,Italy,Southern Europe,Europe,"Lampedusa Island (Agrigento district, Sicilia province), Toscana, Umbria, Molise provinces",Heavy rains,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2004,11,13,2004,11,14,2,,200,,200,,,,,,,64.54132928,"[{""adm1_code"":1626,""adm1_name"":""Molise""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1633,""adm1_name"":""Umbria""},{""adm2_code"":18390,""adm2_name"":""Agrigento""}]",2004-11-15,2023-09-25
2005-0008-ITA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ITA,Italy,Southern Europe,Europe,Crevalcore area (Near Bologne),,,No,No,No,,,,,,,2005,1,7,2005,1,7,14,80,,,80,,,,,,,66.73105799,,2005-03-28,2023-09-25
2005-0421-ITA,No,tec-tra-air-air,Technological,Transport,Air,Air,,ATR-72,ITA,Italy,Southern Europe,Europe,Palerme,,,No,No,No,,,,,,,2005,8,6,2005,8,6,16,,23,,23,,,,,,,66.73105799,,2005-08-08,2023-09-25
2005-0653-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Sicilia,,,No,No,No,,,,,,,2005,11,18,2005,11,18,22,,,,,,,,,,,66.73105799,,2005-11-28,2023-09-25
2005-0713-ITA,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,ITA,Italy,Southern Europe,Europe,"Emilia-romagna, Friuli-venezia Giulia, Liguria, Lombardia, Piemonte, Sicilia, Toscana, Trentino-alto Adige, Valle D'aosta, Veneto provinces",,Snow/ice,No,No,No,,-21,°C,,,,2005,12,27,2006,1,,9,,,,,,,,,,,66.73105799,"[{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1623,""adm1_name"":""Liguria""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm1_code"":1627,""adm1_name"":""Piemonte""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""},{""adm1_code"":1634,""adm1_name"":""Valle D'aosta""},{""adm1_code"":1635,""adm1_name"":""Veneto""}]",2007-01-17,2023-09-25
2006-0079-ITA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Rome,,,No,No,No,,,,,,,2006,2,6,2006,2,7,12,9,,,9,,,,,,,68.88375871,,2006-02-10,2023-09-25
2006-0124-ITA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ITA,Italy,Southern Europe,Europe,Trentino-alto Adige province,,,No,No,No,,,Kph,,,,2006,3,,2006,3,,1,,,,,,,,,,,68.88375871,"[{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""}]",2006-03-13,2023-09-25
2006-0219-ITA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,ITA,Italy,Southern Europe,Europe,"Ischia town (Napoli province, Campania region)",,,No,No,No,,,,,,,2006,4,30,2006,4,30,4,9,150,,159,,,,,,,68.88375871,"[{""adm2_code"":18332,""adm2_name"":""Napoli""}]",2006-05-02,2023-09-25
2006-0562-ITA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ITA,Italy,Southern Europe,Europe,Rome,,,No,No,No,,,,,,,2006,10,17,2006,10,17,1,100,,,100,,,,,,,68.88375871,,2006-10-19,2023-09-25
2007-0202-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa,,,No,No,No,,,,,,,2007,6,17,2007,6,17,14,,,,,,,,,,,70.8487927,,2007-06-18,2023-09-25
2007-0235-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2007-000106,,ITA,Italy,Southern Europe,Europe,"Calabria, Sicilia, Trentino-alto Adige provinces",,Wildfire,No,No,No,,45,°C,,,,2007,6,,2007,6,,6,,,,,,,,,,,70.8487927,"[{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""}]",2008-08-04,2023-09-25
2007-0294-ITA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Abruzzi, Sardegna, Sicilia, Calabria provinces, Napoli district (Campania province),",,,No,No,Yes,,,Km2,,,,2007,7,,2007,8,,11,,,,,,,,,,,70.8487927,"[{""adm1_code"":1616,""adm1_name"":""Abruzzi""},{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm2_code"":18332,""adm2_name"":""Napoli""}]",2008-01-10,2023-09-25
2007-0544-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Syracuse (Sicilia),,,No,No,No,,,,,,,2007,11,4,2007,11,4,17,,7,,7,,,,,,,70.8487927,,2007-11-07,2023-09-25
2008-0216-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Savigliano, Demonte towns (Cuneo district, Piemonte province), Torino district (Piemonte province), Chambave towns (Aosta district, Valle d'aosta province)",,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,,2008,5,29,2008,5,30,4,,,,,,,,,,,73.56874554,"[{""adm2_code"":18376,""adm2_name"":""Cuneo""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18413,""adm2_name"":""Aosta""}]",2008-06-09,2023-09-25
2008-0420-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Milano, Como, Lecco, Sondrio districts (Lombardia province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2008,7,12,2008,7,12,2,,300,,300,,,,,,,73.56874554,"[{""adm2_code"":18358,""adm2_name"":""Como""},{""adm2_code"":18360,""adm2_name"":""Lecco""},{""adm2_code"":18363,""adm2_name"":""Milano""},{""adm2_code"":18365,""adm2_name"":""Sondrio""}]",2008-09-17,2023-09-25
2008-0579-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Roma district (Lazio province), Venezia district (Veneto province)",Heavy rain,Rain,No,No,Yes,,5425,Km2,41.83,13.16,Tiber,2008,12,11,2008,12,15,3,,,,,,,,,278000,377878,73.56874554,"[{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2009-03-18,2023-09-25
2009-0014-ITA,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Klaus,ITA,Italy,Southern Europe,Europe,"Salerno district (Campania province), Cosenza district (Calabria province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2009,1,24,2009,1,25,3,,,,,,,,,,,73.30717672,"[{""adm2_code"":18324,""adm2_name"":""Cosenza""},{""adm2_code"":18333,""adm2_name"":""Salerno""}]",2009-03-09,2023-09-25
2009-0136-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2009-000072|USGS:usp000gvtu,,ITA,Italy,Southern Europe,Europe,"Aquila, Villa Sant'Angelo, Borgo di Castelnuovo Onna, Poggio Picenze, Tormintarte, Totani, Poggio di Roio, Massa d'Albe, Tempera, Paganica, Fossa towns (L'Aquila Province, Abruzzo region)",,"Slide (land, mud, snow, rock)",Yes,No,Yes,,6.3,Richter,42.334,13.334,,2009,4,6,2009,4,6,295,1000,,55000,56000,,,260000,354672,2500000,3410307,73.30717672,"[{""adm2_code"":18318,""adm2_name"":""L'Aquila""}]",2010-08-16,2023-09-25
2009-0226-ITA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ITA,Italy,Southern Europe,Europe,Viareggio (Toscana),,,No,No,No,,,,,,,2009,6,29,2009,6,29,29,17,,100,117,,,,,,,73.30717672,,2010-03-19,2023-09-25
2009-0271-ITA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Sardegna, Sicilia provinces",,,No,No,No,,,Km2,,,,2009,7,20,2009,7,27,2,,,,,,,,,115000,156874,73.30717672,"[{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""}]",2010-03-07,2023-09-25
2009-0428-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000216,,ITA,Italy,Southern Europe,Europe,"Giampilieri, Taormina, Scaletta Zanclea, Molino towns (Messina district, Sicilia town)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,1227,Km2,38.11,15.73,,2009,10,1,2009,10,6,35,140,,5000,5140,,,,,20000,27282,73.30717672,"[{""adm2_code"":18394,""adm2_name"":""Messina""}]",2010-07-02,2023-09-25
2009-0571-ITA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ITA,Italy,Southern Europe,Europe,"Veneto province, Milano district (Lombardia province), Friuli-venezia Giulia province",,,No,No,No,,-16,°C,,,,2009,12,21,2009,12,21,,,,,,,,,,,,73.30717672,"[{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1635,""adm1_name"":""Veneto""},{""adm2_code"":18363,""adm2_name"":""Milano""}]",2010-01-05,2023-09-25
2010-0148-ITA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ITA,Italy,Southern Europe,Europe,Merano region,,,No,No,No,,,,,,,2010,4,12,2010,4,12,11,20,,,20,,,,,,,74.50944408,,2010-04-12,2023-09-25
2010-0582-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Salerno district (Campania provine), Venezia district (Veneto province)",Heavy rains,,No,No,No,,18725,Km2,45.13,11.14,Sele,2010,11,8,2010,11,11,,,300,,300,,,,,,,74.50944408,"[{""adm2_code"":18333,""adm2_name"":""Salerno""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2010-11-12,2023-09-25
2010-0615-ITA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ITA,Italy,Southern Europe,Europe,"Lombardia, Piemonte, Emilia-romagna, Veneto, Roma district (Lazio province), Bolzano district (Trentino-alto Adige province)",,,No,No,No,,,°C,,,,2010,12,1,2010,12,1,,,,,,,,,,,,74.50944408,"[{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm1_code"":1627,""adm1_name"":""Piemonte""},{""adm1_code"":1635,""adm1_name"":""Veneto""},{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18409,""adm2_name"":""Bolzano""}]",2010-12-02,2023-09-25
2010-0692-ITA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ITA,Italy,Southern Europe,Europe,"Veneto, Toscana, Liguria, Valle D'aosta, Lombardia, Friuli-venezia Giulia, Sicilia provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2010,10,31,2010,11,2,3,5,,,5,,,,,872000,1170321,74.50944408,"[{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1623,""adm1_name"":""Liguria""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1634,""adm1_name"":""Valle D'aosta""},{""adm1_code"":1635,""adm1_name"":""Veneto""}]",2011-03-17,2023-09-25
2011-0119-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa,,,No,No,No,,,,,,,2011,3,15,2011,3,15,35,,,,,,,,,,,76.86159538,,2011-04-21,2023-09-25
2011-0128-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa,,,No,No,No,,,,,,,2011,4,6,2011,4,6,150,,48,,48,,,,,,,76.86159538,,2011-05-03,2023-09-25
2011-0329-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,"Milano district (Lombardia province), Torino district (Piemonte province), Trieste district (Friuli-venezia Giulia province), Verona district (Veneto province), Messina district (Sicilia province), Roma district (Lazio province), Napoli district (Campania province)",,,No,No,No,,47,°C,,,,2011,8,17,2011,8,24,10,,,,,,,,,,,76.86159538,"[{""adm2_code"":18332,""adm2_name"":""Napoli""},{""adm2_code"":18345,""adm2_name"":""Trieste""},{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18363,""adm2_name"":""Milano""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18394,""adm2_name"":""Messina""},{""adm2_code"":18419,""adm2_name"":""Verona""}]",2011-08-25,2023-09-25
2011-0416-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Cinque Terre, Borghetto Vara towns (La Spezia district, Liguria province), Aulla, Mullazo towns (Massa-carrara district, Toscana province)",Torrenial rain,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,44.422,9.33,,2011,10,26,2011,10,26,10,,,,,,,14000,18215,545000,709067,76.86159538,"[{""adm2_code"":18354,""adm2_name"":""La Spezia""},{""adm2_code"":18404,""adm2_name"":""Massa-carrara""}]",2011-11-22,2023-09-25
2011-0436-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Genova district (Liguria province), Matera district (Basilicate province), Napoli district (Campania province); Guspini town (Cagliari district, Sardegna province); Alessandria, Torino districts (Piemonte province)",Heavy rains,,No,No,No,,,Km2,,,,2011,11,4,2011,11,6,6,,,,,,,,,,,76.86159538,"[{""adm2_code"":18321,""adm2_name"":""Matera""},{""adm2_code"":18332,""adm2_name"":""Napoli""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18373,""adm2_name"":""Alessandria""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18386,""adm2_name"":""Cagliari""}]",2011-11-22,2023-09-25
2011-0495-ITA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,ITA,Italy,Southern Europe,Europe,"Saponara town (Messina Province, Sicilia Region)",Heavy rains,,No,No,No,,,,,,,2011,11,22,2011,11,22,3,1,,,1,,,,,,,76.86159538,"[{""adm2_code"":18394,""adm2_name"":""Messina""}]",2011-12-08,2023-09-25
2011-0656-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Lampedusa,,,No,No,No,,,,,,,2011,8,1,2011,8,1,25,,,,,,,,,,,76.86159538,,2012-04-12,2023-09-25
2011-0657-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Brindisi,,,No,No,No,,,,,,,2011,11,26,2011,11,26,33,,,,,,,,,,,76.86159538,,2012-04-12,2023-09-25
2012-0008-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cruise boat ""Concordia""",ITA,Italy,Southern Europe,Europe,Giglio Island,,,No,No,No,,,,,,,2012,1,13,2012,1,14,32,60,,,60,,,515000,656451,,,78.45211388,,2012-01-23,2023-09-25
2012-0019-ITA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,ITA,Italy,Southern Europe,Europe,"Milano district (Lombardia province), Abruzzi, Emilia-romagna, Marche, Umbria, Toscana, Campania, Sicilia provinces",,,No,No,Yes,,-25,°C,,,,2012,2,,2012,2,,45,,,,,,,,,132601,169022,78.45211388,"[{""adm1_code"":1616,""adm1_name"":""Abruzzi""},{""adm1_code"":1619,""adm1_name"":""Campania""},{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1625,""adm1_name"":""Marche""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1633,""adm1_name"":""Umbria""},{""adm2_code"":18363,""adm2_name"":""Milano""}]",2012-02-08,2023-09-25
2012-0121-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,,,,,2012,4,3,2012,4,3,10,,48,,48,,,,,,,78.45211388,,2012-04-26,2023-09-25
2012-0142-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000jkn8,,ITA,Italy,Southern Europe,Europe,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)",,,No,No,No,,6,Richter,44.89,11.23,,2012,5,20,2012,5,20,7,50,11000,,11050,,,1300000,1657062,15800000,20139674,78.45211388,"[{""adm2_code"":18335,""adm2_name"":""Ferrara""},{""adm2_code"":18337,""adm2_name"":""Modena""}]",2012-07-06,2023-09-25
2012-0162-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2012-000090|USGS:usp000jm2n,,ITA,Italy,Southern Europe,Europe,Modena Province (Emilia-romagna Region),,,No,No,No,,5.8,Richter,44.851,11.086,,2012,5,29,2012,5,29,17,350,,14000,14350,,,1300000,1657062,,,78.45211388,"[{""adm2_code"":18337,""adm2_name"":""Modena""}]",2012-07-06,2023-09-25
2012-0368-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa Isl.,,,No,No,No,,,,,,,2012,9,6,2012,9,7,11,,56,,56,,,,,,,78.45211388,,2012-09-17,2023-09-25
2012-0424-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Between Lampedusa Isl. and Lybian coast,,,No,No,No,,,,,,,2012,10,29,2012,10,29,10,,,,,,,,,,,78.45211388,,2012-11-19,2023-09-25
2012-0466-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Massa-carrara, Pisa, Livorno, Siena districts (Toscana province) Capalbio, Albinia, Orbetello towns (Grossetto district, Toscana province), Orvieto town (Terni district, Umbria province), Venezia district (Veneto province), Roma district (Lazio province)",Torrential rain,,No,No,No,,,Km2,43.1605,12.41,,2012,11,11,2012,11,18,4,,500,700,1200,,,,,15000,19120,78.45211388,"[{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18401,""adm2_name"":""Grosseto""},{""adm2_code"":18402,""adm2_name"":""Livorno""},{""adm2_code"":18404,""adm2_name"":""Massa-carrara""},{""adm2_code"":18405,""adm2_name"":""Pisa""},{""adm2_code"":18408,""adm2_name"":""Siena""},{""adm2_code"":18412,""adm2_name"":""Terni""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2012-11-21,2023-09-25
2012-9290-ITA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ITA,Italy,Southern Europe,Europe,"Abruzzi, Basilicata, Calabria, Campania, Emilia-romagna, Friuli-venezia Giulia, Lazio, Liguria, Lombardia, Marche, Molise, Piemonte, Puglia, Sardegna, Sicilia, Toscana, Trentino-alto Adige, Umbria, Valle D'aosta, Veneto provinces",,Heat wave,No,No,No,,,Km2,,,,2012,6,1,2012,10,10,,,,,,,,,,1190000,1516849,78.45211388,"[{""adm1_code"":1616,""adm1_name"":""Abruzzi""},{""adm1_code"":1617,""adm1_name"":""Basilicata""},{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1619,""adm1_name"":""Campania""},{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1622,""adm1_name"":""Lazio""},{""adm1_code"":1623,""adm1_name"":""Liguria""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm1_code"":1625,""adm1_name"":""Marche""},{""adm1_code"":1626,""adm1_name"":""Molise""},{""adm1_code"":1627,""adm1_name"":""Piemonte""},{""adm1_code"":1628,""adm1_name"":""Puglia""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""},{""adm1_code"":1633,""adm1_name"":""Umbria""},{""adm1_code"":1634,""adm1_name"":""Valle D'aosta""},{""adm1_code"":1635,""adm1_name"":""Veneto""}]",2013-03-28,2023-09-25
2013-0321-ITA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Near Avellino (Naples),,,No,No,No,,,,,,,2013,7,28,2013,7,28,40,8,,,8,,,,,,,79.60130942,,2013-09-13,2023-09-25
2013-0441-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Olbia, Arzachena cities (Sassari district, Sardegna province)",Cyclone Cleopatra,,No,No,Yes,,15699,Km2,40.3,9.01,,2013,11,18,2013,11,19,18,,2700,,2700,,,,,780000,979883,79.60130942,"[{""adm2_code"":18389,""adm2_name"":""Sassari""}]",2014-04-04,2023-09-25
2013-0462-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Between Lampedusa and Malta,,,No,No,No,,,,,,,2013,10,11,2013,10,11,50,,200,,200,,,,,,,79.60130942,,2013-11-22,2023-09-25
2013-0463-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa Isl.,,,No,No,No,,,,,,,2013,10,3,2013,10,3,366,,155,,155,,,,,,,79.60130942,,2013-11-22,2023-09-25
2013-0477-ITA,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Drwning,ITA,Italy,Southern Europe,Europe,Near Scicli (REguse reion),,,No,No,No,,,,,,,2013,9,30,2013,9,30,13,,,,,,,,,,,79.60130942,,2013-11-25,2023-09-25
2014-0026-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Bastiglia, Carpi, Medolla, Mirandoli cities (Modena district, Emilia-romagna province), Genova, La Spezia districts (Liguria province), Pisa, Volterra cities (Pisa district, Toscana province), Bologna district (Emilia-romagna province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,43.9958,7.1,Secchia,2014,1,18,2014,1,31,2,1,600,1000,1601,,,,,120000,148345,80.89262372,"[{""adm2_code"":18334,""adm2_name"":""Bologna""},{""adm2_code"":18337,""adm2_name"":""Modena""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18354,""adm2_name"":""La Spezia""},{""adm2_code"":18405,""adm2_name"":""Pisa""}]",2014-05-14,2023-09-25
2014-0045-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Ponsacco, San Miniato towns (Pisa district, Toscane province); Roma, Ostie, Fiumicino towns (Roma district, Lazio province), Noto town (Siracusa district, Sicila province), Catania, Messina districts (Sicilia province), Monasterace town (Reggio Calabria district, Calabria province), Frosinone district (Lazio province).",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Tibre, Arno",2014,1,31,2014,2,1,4,,,,,,,,,294000,363445,80.89262372,"[{""adm2_code"":18326,""adm2_name"":""Reggio Calabria""},{""adm2_code"":18347,""adm2_name"":""Frosinone""},{""adm2_code"":18350,""adm2_name"":""Roma""},{""adm2_code"":18392,""adm2_name"":""Catania""},{""adm2_code"":18394,""adm2_name"":""Messina""},{""adm2_code"":18397,""adm2_name"":""Siracusa""},{""adm2_code"":18405,""adm2_name"":""Pisa""}]",2014-02-05,2023-09-25
2014-0230-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Lampedusa,,,No,No,No,,,,,,,2014,7,19,2014,7,19,29,2,,,2,,,,,,,80.89262372,,2014-07-22,2023-09-25
2014-0252-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Senigallia, Chiaravalle towns (Ancona district, Marche province)",Torrential rain,,No,No,No,,11256,Km2,,,"Triponzio, Misa",2014,5,2,2014,5,10,3,,8010,,8010,,,,,120000,148345,80.89262372,"[{""adm2_code"":18367,""adm2_name"":""Ancona""}]",2014-07-25,2023-09-25
2014-0379-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Near Catana,,,No,No,No,,,,,,,2014,7,2,2014,7,2,75,,27,,27,,,,,,,80.89262372,,2014-10-09,2023-09-25
2014-0448-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Genova district (Liguria province), Torino district (Piemonte province), Parma district (Emilia-romagna province), Padova district (Veneto province), Brescia district (Lombardia province)",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2014,10,8,2014,10,11,1,,,,,,,,,303000,374571,80.89262372,"[{""adm2_code"":18338,""adm2_name"":""Parma""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18357,""adm2_name"":""Brescia""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18415,""adm2_name"":""Padova""}]",2014-11-07,2023-09-25
2014-0458-ITA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,ITA,Italy,Southern Europe,Europe,"Moscazzano town (Cremona district, Lombardia province), Crevacuore town (Biella district, Piemonte province), Milano district (Lombardia province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,"Seveso, Lambro",2014,11,12,2014,11,16,5,,,,,,,,,250000,309052,80.89262372,"[{""adm2_code"":18359,""adm2_name"":""Cremona""},{""adm2_code"":18363,""adm2_name"":""Milano""},{""adm2_code"":18375,""adm2_name"":""Biella""}]",2014-11-21,2023-09-25
